english_text,type
"""I have no idea,"" people say",cholito
I opened the door and entered his room. He didn't narrow his eyes,cholito
How cloudy the sky was before the Kalbaisakhi storm came.,cholito
We can achieve this objectively,sadhu
"Forgot to say the real thing, will bring breakfast for one, only Badal",cholito
But he does not like this name at all,cholito
One day you will see yourself hanging from a fan with a rope around your neck,cholito
"- The warrior who shows his face to the enemy and comes to see his wife's face is a hero; Praneshwar I am a woman, I could not understand anything",sadhu
He was chased and fled wherever he found,sadhu
He was saying that you gave wisdom to Zaheer as if he became a Nengto from Tetulia,cholito
"According to the king's order, all the citizens of the city will attend and watch the trial",sadhu
"I said to my wife, where is the money for treatment",cholito
You seem like a smart boy,cholito
What will you mate it with?,sadhu
"When danger comes, it comes from all directions.",cholito
Don't you want me to come in?,cholito
Zayda and Maimuna had already been taken to the court as per the pre-order,sadhu
"Stay, you don't have to look at your hands anymore",cholito
I thought Dr. Maleka Banu Telebegune's type lit up just by seeing me,cholito
"""Is that so?",cholito
Angry even after hearing his name,cholito
I will not give this boy with you,cholito
His mother used to sell pictures in different countries,sadhu
I don't know silver,cholito
"Greedy of the bloody seal, you are looking at your own poisonous temporary happiness without looking at the lives of two priceless boys.",sadhu
Fairytale endings don't happen in reality,cholito
"Well, if you believe Kasem Mahavir, well, I won't go",sadhu
A panicked person cannot stand still,cholito
We have no proof that the rest can never be satisfactorily occupied by the latter,sadhu
But there are many duties that no one thinks of,sadhu
Maharaj dismissed Am-Darbar and went to Khosmahal along with Abdul Jabbar,sadhu
Maniklal Yatra with big happenings,sadhu
Not worthy of your sarcasm,sadhu
"The gentleman said, what is the mutation?",cholito
"Said, ""After that 1"" Nirash",sadhu
I am dancing in this sin,sadhu
He said - Why are you closing the door at noon?,cholito
", heavy weights can be lifted with great failure--",sadhu
"At the time of the morning prayer, he left Zayda's house with great difficulty and went to the tomb of the Lord Muhammad.",sadhu
I did it to my father,cholito
Ricky did not kick at Harakenir,cholito
"Misir Ali held out a cigarette and said with a smile, 'You have heard everything",cholito
why change,cholito
Poem disappeared from the head-_ Suddenly I thought Zainal Sahib Baba,cholito
Not a great political figure who has gone on the news in the newspaper-,cholito
“How much money do you have in the bank?,cholito
I tricked Imam Hussain out of Muhammad's fast,sadhu
"I did not understand that if you keep applying Belendra to the next body, treat your own disease",sadhu
how big The festival area,sadhu
"Nabkuma was sitting in the outer room, he saw the craniums coming out through the stomach.",sadhu
"Those who knew, Maharaj has slaughtered them in the middle of the day",sadhu
From my loved ones,cholito
I will insert his shadow,sadhu
"Sitting down, Rama placed his hands on Vara's feet, took the dust from his feet and put it on your head",sadhu
who told you,cholito
Respect for mother tongue should be shown.,sadhu
"7 Rasika asked again, “This is the price of the picture",sadhu
Hirapnyi saw that Amala's money bill was abundant,sadhu
I am now in pocketless punjabi,cholito
"Mother kissed her feet and said, ""Abdul Wahab will not cry anymore.""",sadhu
I want to shake hands on Majid in the same way,cholito
At once they turned to hunting,sadhu
will become disease,cholito
"I said, ""Who",cholito
"1. Besides, in every house, I give to the villager, etc.",sadhu
The calm demeanor didn't work,cholito
The puzzle of the eyes was solved,sadhu
I even scolded the servant one day,cholito
You don't know anything about cars,cholito
"If you ask Neetu, maybe you will know",cholito
Listen to the dream interpretation,sadhu
The goddess is not satisfied with that Stone idols seem so easily appeased,cholito
Be happy with everyone.,cholito
I have to admit that Khoddh-Swadeshi Sadaj,sadhu
Don't forget to bring the button again,cholito
"""Why do you have to open it?""",sadhu
"He said, mother, why would you commit suicide?",sadhu
He admitted that I will find what I am looking for,sadhu
I was eagerly waiting for you the next day,cholito
"According to the ancient custom, he greeted everyone in the meeting and said, ""In this meeting, the royal ministers, the royal council, the royal council, royals, royal philanthropists, intelligent, prudent and multi-faceted people are all present.",sadhu
"But a new, more material is found",sadhu
"Behold, many people on the shore",sadhu
But what is the oneness that Pisces is searching for through the conflict revolution?,sadhu
"Pranadhik, in this sea of sorrow let the joy for a moment escape.",sadhu
"Nearing the house, Bamitra felt that many people were talking in the sambadhal.",sadhu
Excessive use of mobile phones can affect brain neuron function.,cholito
"Once he thought that Janakat would take the sepoys and arrest Gangaram and give the burden of protecting the city to someone else, but he also thought that the sepoys were not his subordinates, but Gangaram's subordinates.",sadhu
I am rich in money,cholito
"""It was not happening before, now it is happening",cholito
"Our heart is written to the white man, our taste is sold in the store of Mr.",sadhu
do you like music,cholito
I can't understand,cholito
69 Hina was not in this position,sadhu
Majid is calmly sitting next to the driver and resting,cholito
God is your protector,sadhu
Is everyone more creative? Creation is a matter of the heart.,cholito
"Inside this royal palace, in a small land, there was as much wealth, wealth, silver, and evil as there was not in the whole of India.",sadhu
"Panj Kedara's 'Pare Chapi Bhabi only philosophy, very quiet, earthy people. in writing",sadhu
"He said in a low voice, the height is a little less",cholito
"Mr. Arefin leaned slightly and said, ""Don't you really know?""",cholito
Where do you live 2,cholito
"Mokshamular said ""And"" after hearing that, I left everything Kardh, Mor] Bige",sadhu
Your eyes are like a calm blue lake.,cholito
will reduce You tell me how you made such an impression,cholito
Therefore special 4 26 Kapalkundala,sadhu
Is everyone ideal anymore?,cholito
"I hold your horse, you enter the house.” Khi Sahib dismounted - Maniklal held the horse",sadhu
So Fatima Dariya will go to Bibi's house without going out,sadhu
All the creepers on the floor,sadhu
Once your illness is yours,cholito
"""Jayanti said, ""Maharaj",sadhu
Am I Gussap that will change color from moment to moment,cholito
That's a lot of money,sadhu
Say you are happy,cholito
"He raised his voice and said, Himu Ray, I am ruined Ray wanted to drink lemon tea",cholito
"But he decided a little in his heart, so much praise is only for the sake of my education",sadhu
"If defeated in battle, do not be disheartened, never despair of Hasan-Husain's slaughter-intent, nor return to Damascus.",sadhu
In the middle he has a sort of nervous breakdown,cholito
It is forbidden to enter the house of prayer without an ajnu,cholito
To see him run twenty-six miles an hour is to see fog,sadhu
You are buried in this grave,sadhu
"There was a leaf, it was suddenly torn apart and appeared to the conflicted human beings in Rudrabesh.",sadhu
There was no drinking,cholito
"Open the door, no one calls me for a while.",sadhu
I met Ina before,cholito
don't have to say,cholito
"Architect said, not possible",cholito
"Then again I thought-_-Why did I stay, I should have left",cholito
"Mishra Thakur's servant immediately fled somewhere, unseen by anyone.",sadhu
"If you call so late at night, you won't get money",cholito
Bhaijaan cannot bring back the letter,cholito
"Until sunrise, almost everyone in the city heard the loud war music and disturbed the sleep of the long-haired woman.",sadhu
"Constantly far and near, before and after, your words are leaves and vines",sadhu
“Whatever your mind says is what happens,cholito
The year old boy died without notice at 9 am,cholito
"""Why doesn't Mr. Bulbul do the job",cholito
"Father said, ""I said it without understanding anything",cholito
"Fupa said in an angry voice, ""You wander like a vagabond and think big things.""",cholito
"""The old woman fell down and looked around, and another round of laughter fell",sadhu
"Some retail Money, I can't say how much",cholito
"On the other hand, Le Ri Vir Or has many servants",sadhu
He did not say whether,cholito
Such a woman was sheltered,sadhu
I stared at the gentleman for a few moments,cholito
He told the whole story to his mother without doing anything,sadhu
No stolen goods,cholito
"Anin was in front of Bakti and saw the left hand, and was thrilled. Will Vitiveda return?",sadhu
"Pull that hair east-west, north-south for a while",cholito
Badshah's direction has been taken away,sadhu
I think your intelligence is quite good,cholito
"Twenty thousand rupees, this time yours",cholito
Then the court was dismissed,sadhu
"Ranja, if you want to see the king in the drama; If the charm of the well was sweetened and put into the throat of the wrong king, then through that error, through the sin, if he committed the ashridah, which he had waged a strange war, which he had awakened in the heart and left the deep turmoil, it was 62 € that he reached the eternal union.",sadhu
In the case of Sukshma and Sul-_ in both manners,cholito
"Hussain said, ""Grandma has also said that, from Chaturik to the place where ""Oh",sadhu
There is a very thin wall between love and hate.,cholito
"Sitaram did not understand that his wife had died, and a Sri had been born in that body",sadhu
He is always kind to you,sadhu
"Whatever he decided to do, Kanle was the one who felt the heat",sadhu
” said Nirmal and left giving some more to the astrologer,sadhu
"If taken, the government funds will be of some use",sadhu
I like listening to music on the radio in the evening.,cholito
Wearing high heels definitely doesn't make sense,cholito
I laughed,cholito
I am someone easy,cholito
Goods will not be delivered until,cholito
Let's call it the religion of the poor,sadhu
"For ten days, where did the family stay, who cried and cried, where did they go, no one looked for them; Everyone is unconscious day and night in mourning for Hasan",sadhu
Falfaiva sa tyaga: sandhiko mat: ॥ Gita 189 140 Sitaram Renunciation does not happen,sadhu
"I took a small breath and said, I don't know the answer to this question",cholito
"Last year, your fire did not accumulate",cholito
"""I can't say anything, so I say ""oh well"".",cholito
"The girl said the second time in a harder voice than before, ""Mom, who are you?""",cholito
"If you ask me to go back to Rupnagar, of course I will",sadhu
Is the kingdom adorned without beauty?,sadhu
"9 The meaning of this Glokta is that, Khet",sadhu
"” “In the change of state of things there must be some change,—something why; Changes often",sadhu
"It has not been oppressed, my Atriyas have also been oppressed",cholito
"Therefore, it is not to abandon the truth in any part but to realize the absolute meaning of that truth in all parts",sadhu
There is no oral language... |,cholito
Sringya ghen padhana-hen birag-bhatra viveke,sadhu
I didn't cook,cholito
"Even if you want to know what is on the side of the house, there is no book speed",sadhu
"Surrounding the animals, my soul has been raised by the sound of the unscathed eternal voice of eternity, it seems that I have heard this universal message for ages.",sadhu
A pane of the window opened with a noise,cholito
These are the things about my marriage with you,cholito
Navkumar was mesmerized,sadhu
At that time a man named Abdur Rahman was walking with ten thousand taka in his bag,cholito
wash the bed,cholito
I did not return to Dhaka that night,cholito
I am begging you to allow me to travel to Kufa soon,sadhu
A review of the attitudes of these men individually gives an immense illustration of God's immeasurable majesty.,sadhu
Yet he did not speak; He did not disclose to anyone,sadhu
"Saheb said in a hard voice, put away the cigarette",cholito
"I said, ""Do I have anything to do?""",cholito
what is his name,cholito
Big smoke of dancing song in Tasthu at night,sadhu
"I say the things I didn't think, the pain I don't understand",sadhu
Every new day brings new possibilities.,cholito
"Under the pressure of Vaha, Chitiya Astharohi was crushed along with his limbs",sadhu
"I know Rupa doesn't believe me, but wears saree carefully",cholito
"Even if he doesn't know you, I know you",cholito
"Day by day, mudya comes, light comes to Mila",sadhu
The car does not stop for,cholito
i drink tea,cholito
Dasdin Hall is not going to university,cholito
"Very good, stay at home, but why keep Zaheer",cholito
How will it go?,sadhu
I didn't do that,cholito
Give this ring to my brother and he will ask you about your destination.,sadhu
He went near the husband's bedroom and stood for a while and checked whether everyone in the house was awake or asleep.,sadhu
"If you can mix it with water and feed it, there is no question",sadhu
Fakir shook his head,sadhu
"Not a reason to think If it happens, 4 26 Sitaram does not come to mind",sadhu
“Nobody was found to give your character certificate,cholito
He began to cough dryly,cholito
i didn't call,cholito
Rupa was not found,cholito
I am your servant--I have brought all these words in mouth,sadhu
you can't uncle,cholito
"In Hasan's words, there is nothing wrong with love in action; However, there was not a bit of preconceptions, pre-loves, pre-loves",sadhu
"The first fisherman said, “Okay, you increase my intelligence",cholito
"Ranu said, “Bilu is crying",cholito
i am cigarette,cholito
"Sthirarang said, “Besh ghou 1” Maniklal said, “Pisi, I have not been married to Sar yet” Pisima understood, but it was a concubine.",sadhu
"Kannan's flowers, they did not forget, we forget",sadhu
"After waking up, people do some activities",cholito
He can't take the shock,cholito
"But above that thought, another thought is swirling in the pure brain",sadhu
"; As much as it flies, as much as it flies, as much as it rises, the earth can't let go of anything - finally it returns to the nest in a dead body.",sadhu
The Mediterranean sky was one thing though,cholito
Nani asks to give tea,cholito
"Getting up quite angry;--When we are below, the will of the Above is our will Even if interrupted by very natural causes, it seems to be an unmixed impulse",sadhu
Not if I did not meet Mr. Asghar,cholito
Came back from the zoo I desire to see an impossibly beautiful and,cholito
I know a man whose head the red flower of the symul plant can get into,cholito
Kala Praveh I have one faith in you 7,sadhu
You also have expenses,cholito
"As of now, this present event is a cash gain",sadhu
"Whoever saw it, was enamored with the form of Akbar and immediately stopped using weapons",sadhu
"“I wasn't awake, I was sleeping",cholito
Anis remembered a huge Hasnahena bush in the one-story garden,cholito
They do what they want,cholito
Treatment is not ongoing,cholito
"He said, yes, now I have to ask",cholito
Who saves now?,sadhu
"I can't delay any longer, I bow",sadhu
I can't even tell you about it,sadhu
"Maymuna said, ""Hazrat.""",sadhu
Tested it a few times and you see it too,sadhu
Sarwan is the main hero of this war,sadhu
"Man has another soul, which is greater than the soul of the body - that is his humanity",sadhu
I can't seem to sleep at night,cholito
"The fruit that falls when they shake the branch, will we also get the same fruit if we shake the branch",sadhu
He is a very good person.,cholito
Shashi Chapter V,sadhu
Two of her three daughters at work are screaming,cholito
"Seeing all this, Abdul Jabbar said, ""You say, in the condition that God puts us in, we have to be firm; but seeing your condition, how can I be firm?""",sadhu
"Body is different in husband and wife, but I don't see anything different",sadhu
Maybe the root of which is invisible to the consciousness is something on the side of his vagina,sadhu
"Will get angry, think my brain is defective",cholito
"I said, rubbing the bandages.",cholito
"The land of Karbala is bleeding, but I could not save the river from the hand of the Euphrates.",sadhu
In these two years you have eaten his head,cholito
The procession passed through Kawran Bazar,cholito
Don't shake your head so hard,cholito
"Sea-journey we stop with fear in all directions Diachi--what a watery sea, what a wise sea",sadhu
Sat and from the self-love of my readers today I got that much,sadhu
"I left my aunt's house leaving sandals, chadar, glasses",cholito
I and Tasvir Laib 8 * Then the old woman gave the image of Rajasingh in his hand,sadhu
You have made toindpuri,cholito
Many worldly activities are trivial to these citizens,cholito
"For more than a year, Krila was Navkumar's housekeeper. ""08608"" of the C.A. Scholar of the Dil Pradosh Kidish is a different version of the",sadhu
"Meanwhile, accepting more and more respect from Motrem, he began to serve him as he should, and from time to time expressed his grief at the delay in Husain's arrival, and tried to keep Mollem at ease.",sadhu
He said in a low voice that I would have brought the planchet in the beginning,cholito
I will tell him__ Majeda Sangeet Bitan,cholito
Hob Hob is in such a state,cholito
"I feed him in the morning and go out, again in the evening I will feed him, but he will eat) I cannot keep him and die.",sadhu
Billions of passengers are going there and I want to go with them,sadhu
I also become evil,cholito
The news of Mabia's suffering was heard by all the friends,sadhu
Bald is not shiny,cholito
what can i say__,cholito
"Mehkander said bitterly, ""Stones don't move.""",cholito
Just then an incident happened.,cholito
"I know your opinion, but the order of the king of Alamgir, what is the king's ability to do otherwise?",sadhu
Be it for the sake of good life and be it to satisfy the desire of Abiyat--Maniklal called him Pini.,sadhu
Maniklal is the first step,sadhu
"More talk with Zayda, more talk, more crying",sadhu
"So, now the government is in charge of water supply, the government in charge of health care is Sarkar Bahachur, and for the provision of distribution, Sarkar Bahachur is also in trouble.",sadhu
"Saharbanu brought the nursing baby crying and started crying, ""I have not touched a single drop of water today for seven nights and nine days.",sadhu
"""I didn't find the ink pen; The taste of mangoes.” Navaduma's Abhi Mrchungabe said,",sadhu
How will he be caught and taken to the royal court when he is seen?,sadhu
Law enforcement forces are active in preventing the use and trafficking of drugs.,cholito
got off,cholito
"The night is dark, there is no one else on the street--only the woman alone",sadhu
Khabdar you will not go,cholito
Some of them started agitating with different words,sadhu
"I said, none of mine",cholito
"She is a resident of Kailasa, a companion of Bhavani Bhavani, her name is Vishalakshi",sadhu
Kedhal Guru says Sitaram could not tell him much,sadhu
There are so many countries why I chose Ghazipur because of it,sadhu
He said - what am I doing now?,cholito
Tonight is very magical.,cholito
I do not fear for my life,sadhu
I have no fault,sadhu
"I said in a low voice, Aryal Khan",cholito
"If you do, then won't it be your virtue?",cholito
"Pointing at me, he said, he has come to his father",cholito
He burst into tears,sadhu
“My name is Chafura,cholito
He suddenly could not decide what to ask,sadhu
"If I have to take a picture of a hero, I am giving one more",sadhu
You can't leave me as a queen,sadhu
But nature does not listen to anyone's words,sadhu
"I am the husband, I am the king, and I am the benefactor, so you cannot go unless I let you go",sadhu
Always go,sadhu
Yours to show mercy to Imrul,cholito
No khaki clothes,cholito
"Baculia who got up to worship, what did Prajib do?",sadhu
"He said, the heart is very bad for the man",cholito
Anger raged more on Sri than anyone else,sadhu
So I have come to tell you,sadhu
Sakhina is not lucky to be happy at the sight of the dirty face of the setting sun in the hope of meeting the first meeting.,sadhu
"Leaving the rest of the people, the princes went to Anthapura to rest",sadhu
I once after marriage at her millionaire uncle's house,cholito
Shame on me when I forget work,sadhu
"""You could tell them yourself, but you couldn't tell me",cholito
“Ultimately then you are given a job,cholito
"Aurangzeb suppressing his desire for revenge for the time being, the Maharana's Chuity Parganas",sadhu
He has made himself known by going and donating,sadhu
"While circling this long cycle of life, when I saw that cycle today, I realized one thing that I have only one identity, that is nothing else, I just do.",sadhu
I told him that he was worried about me,cholito
And I'm sure you have a mental disorder,cholito
"I have said, those who had returned from Rupnagar in a state of dismay, whom Gurangazeb had deposed or punished among the Vahadigs.",sadhu
Spend the night in Hajj I'm not thinking about it,cholito
"Bought meat, Khasir meat",cholito
I put on a yellow panjabi,cholito
I will pay all the wedding expenses,cholito
"The hand pounding the rice to death, seems to be serious at present",sadhu
"""I will talk with him a little, Fupa",cholito
There is nothing special about kicking,sadhu
where are you talking from,cholito
not enough,cholito
Hindi films are not seen for a long time,cholito
I will not buy your camera,cholito
On top of that I am lost,cholito
I buy it,cholito
A change in the batting order is necessary before the World Cup.,cholito
Rinki cried and was restless,cholito
A large number of soldiers surrounded the battlefield all at once and started throwing weapons at Ekeshwar Abdul Wahab.,sadhu
"You are the heir of Humayun, you are in danger, now it is my intention that I will go to Hindsthan with a large army and put an end to the disturbances of your kingdom with the light of my sword.”",sadhu
"""Tell me why",cholito
Don't delay any longer,sadhu
"The way he treated me, I knew everything",sadhu
I want you like you want me,sadhu
"Miscellaneous Business _- Brick Field, Spinning Mill Shares, Export-Import,",cholito
Long time no see,cholito
I am like a sensible boy,cholito
It seems _ Kuchkuche would not have obeyed him if it was dark,cholito
not good,cholito
Read - we were forced into the humanities group,cholito
"Of course, laughter is not a joke",cholito
"Come, let me hug you once in this guise and cool your soul",sadhu
"Open the door is a beautiful design, thank you",cholito
"Looking at the new light in the water of the five dharani, I see the pool filled with life in your mind",sadhu
I entered the cloud house and slept See if the river can be brought,cholito
Will I look at them for the last time - tonight's performance how,cholito
"Go not to the city, O king, to the forest; But remember that there is religion",sadhu
"I said, Sir, you are fine",cholito
A Rajput's daughter is afraid of who will lie,sadhu
"” When asked the reason for the different colors, the guard trembled and gave no answer",sadhu
And Khichuri will eat and leave,cholito
"In the end, he gave up the horse",sadhu
"""- He fell asleep after doing so many movements",sadhu
Forgive everyone.,cholito
beating,cholito
Second Year Applied Chemistry,cholito
Let's take a look at that,cholito
"Addiction wears out whom it webs like a spider; It brings sadness, fatigue",sadhu
"” Saying this to one another, all with one accord closed the Euphrates with a double army with great strength.",sadhu
Let me know your opinion on this matter,sadhu
"""According to the Nasanatin Dharshashastra, I should not burn my fan,"" even if the moth jumps into the fire, its fan will be burnt.",sadhu
"Badal said, cock coffee",cholito
"Mishra Thakur left, but did not go home",sadhu
Which way will you go?,cholito
Because they are very deep.,cholito
"* It will not be so-_but if you say something bad, it will crash in Amadig's heart)” 92 Kapalkuguyi",sadhu
But you can't believe that Big Apa cried like that,cholito
"Surprisingly, I am waiting for a girl named Kadam",cholito
"You are my life,-- As long as I see you, I am happy",sadhu
Talent is developed through practice.,sadhu
Why did you give pooch?,cholito
"If you cry, let me know, I will come and frighten you",cholito
"Fupa said in a tired voice, what is the date today",cholito
My left thumb says there is a big danger ahead.,cholito
Once I asked when Fulfulia will go to her husband,cholito
"After reaching the big Khalu home, it seemed -_- now back to his own house",cholito
I am a housekeeper,cholito
“I neither believe nor disbelieve,cholito
"But whenever extremism takes hold, the unfettered nature of this great system becomes increasingly strange.",sadhu
What will I do with Imrul?,cholito
I am 61) of telephone receiver Abul Kalam Sahib,cholito
"Even in the work of this ashram, the direction of manifestation of the Ghetuku is therefore the direction of the instrument that the pilgrims move towards.",sadhu
"But the king Remember, Maharana Sangramsingh almost deposed Babarshah",sadhu
Can you get light clacks with tea?,cholito
"He thought, ""My fault is not too big.""",sadhu
It does not take Freud to explain this tendency,cholito
Did you run away with a minister's son?,cholito
I will remember nothing,cholito
No one has ever lived in a state of shock as happy as I am today,sadhu
Again they do not understand,cholito
You just don't get that now,sadhu
That wish is also doing,cholito
"""Getting angry",cholito
“Do I need consent?,sadhu
There was a great commotion,sadhu
"Today I used to give a hundred kicks to the head of politics, today I ignored the ancient principle and determined to prepare a proper answer to this letter, knowing the violation of brotherhood as a great sin, I offered your life to you.",sadhu
"Can't keep it Life is your amount, so many words so many songs---no end of it",sadhu
Just to see if the cloud is there,cholito
"Incidents on the banks of the river Euphrates, the waters of the Euphrates are also seen, flowing and running away after seeing this evil of Hares.",sadhu
"When you know that you have married the person of their choice, the anger will turn to water",cholito
“It doesn't matter,cholito
"""How do you go?",cholito
At seven in the morning Ganimia had breakfast at the tea stall,cholito
"Varshyapi said, ""They don't know who."" They eat cows, they pray, they don't kill boys.” 4 51 Sitaram began to tap Rama's chest.",sadhu
Tonight was a magical night.,cholito
Don't try it,cholito
The gentleman's face could not be faulted even when he came close,cholito
His political relationship with the colonist is strangely complicated---always saving him a lot about them.,sadhu
"How much do you read, write, write, write, write and speak",sadhu
Don't use words bro,cholito
“Did he give you the news that he is ill?,cholito
"On his way, he saw in amazement that the trident-wielding king",sadhu
It won't happen if you hand it over,cholito
She is not a bigamist because she has done it,sadhu
I also need the set,sadhu
""" Addressing the Amatyas, he said, ""Hey",sadhu
It would be very helpful to know,cholito
"But the true poets say, who have we done?",sadhu
"The magistrate said in a sharp voice, ""Why will I have jurisdiction?""",cholito
It seems that the gentleman who came at the beginning is praying what breakfast in the morning,cholito
"Taswi (rosary) in hand, renouncing worldly activities, writing of the unseen, bearing sincere sorrows, relying only on God.",sadhu
"Hearing that Bhairavi was coming, Shri immediately gave permission to come",sadhu
"Hindus began to abuse Muslims, Muslims began to abuse Hindus",sadhu
"Even through the obscurity of very close and very close identity, they have managed to love me today on this occasion.",sadhu
Marwan disguised himself to live with the Alis in a secret place in the city,sadhu
“No coincidence – its name is Hemutaliya,cholito
"Today, at the age of just one year, my introduction to the general public has come to an end",sadhu
"Fathers, nephews are all gone, I only sit and watch; Is there anyone else in the world who is as tough as me?",sadhu
Mimamansa has been trying to do this for the past two thousand years,cholito
Luf-udnisa stayed in Adhobadan,sadhu
Can't donate immediately,cholito
The punishment of the worn-out era was not thought,sadhu
"""You have nothing to do with a third grade fazil,",cholito
Is everyone else in character?,cholito
"Ayate Aniya, what should be done to turn it into a nationwide welfare business",sadhu
"To this day, Chikurguchcha's ripples have not been forgotten",sadhu
” The Muslim brothers went immediately to the prison,sadhu
", * The fire spreads to Mebar",sadhu
Everyone is silver in one way or another,cholito
"Previously, the king, Jeja's order to restore He had preached, but immediately big excesses started",sadhu
"Those who saw it, said it",sadhu
I see people,cholito
I am taking Zaheer,cholito
Don't know much after that,cholito
It was the king's duty to reward them,sadhu
"Ranu said with a smile, 'I don't have much time, this guy is coming.'",cholito
"""Qased replied, ""Kufa ruler Abdullah Zeyad dedicated his throne, kingdom, wealth, army to Hazrat Imam Hussain.",sadhu
"""Prakaste said, ""That is the settlement of the matter",sadhu
"I have this hope that if I meet the Lord, I will be able to do it",sadhu
We came to the balcony and stood,cholito
Kasem's case is terrible,sadhu
Today is a very auspicious day.,cholito
I do not accept divorce,sadhu
I don't know how Majid's father got hold of him,cholito
Sweat began to pour out,sadhu
I send him away,sadhu
"The sand embankment was destroyed by the waves of Uchch, Sit Angurag",sadhu
"If you call the soil soil, it becomes soil",sadhu
"""All questions cannot be answered with yes and no.""",cholito
i don't like you,cholito
"If you dare not go everywhere, appoint people",sadhu
Till today lamentation has not prevented vomiting and the cure for disease is not lamentation.,sadhu
Couldn't deny much,sadhu
"I said in a low voice, eat Arial",cholito
Shalban does not shade,cholito
“You think your height is five foot seven,cholito
"I get it too, waiting to see where the fight ends",cholito
Ek-Sar No. on the eastern side of Bagash,sadhu
According to Mei Rosse theory and principles,sadhu
Don't worry about this,cholito
His knowledge was up to Intermediate After giving intermediate exam,cholito
"Shahzadi had heard the music of many leading, musically talented singers, but had never heard such a song.",sadhu
Today we have nothing to worry about unless we pull it very close,sadhu
My mind is in darkness It was as if the power to feel the suffering had been lost,sadhu
He does not want to listen to telephone conversations,cholito
"Dadajan said, how did my son find your sister",cholito
His goal towards the children is to protect them by what means,sadhu
I did not find Rupa at home,cholito
I sat down,cholito
"It is not being published everywhere in the national body. It is one of the reasons that our pain is limited only in the city, only in the elite society",sadhu
The sense of brotherhood keeps the stability of the society.,sadhu
"I have complete faith in Muslims, but sending Muslims alone to Kufa does not seem reasonable.",sadhu
If you know why there will be so much danger.,sadhu
"Except for Rudra that is. Continuity, punishment that denies impunity, is delusion, it is truth, not",sadhu
You say it as if it happened,cholito
Let's see if I will break the link,sadhu
The fields are filled with golden crops due to the farmer's hard work.,sadhu
Don't want to disturb him,cholito
"Asma Haque said, I want to do something for you",cholito
Don't try this on me,cholito
"Sitaram closed the door and ordered the ghost, ""I am not as long as I am",sadhu
The rain made everything very calm and beautiful today.,cholito
"Rama said, ""Whatever happened, I told Daha and he believed my words and forgave me.",sadhu
It is the door to bestow wealth on Durkanal and Vachhujan,sadhu
Second time advertisement Sitaram's Kiedangsh was abandoned and Kiedangsh changed.,sadhu
Truthfulness makes man great.,sadhu
Not a single word is said in Tatsambandha - Part III; Fifth Chapter 1 Chanchalkumari's letter 5 or once does not disfigure the face,sadhu
"It was raining heavily, so you were afraid of evil",cholito
"""After hearing all this, Zainab said in a very soft voice in a sweet speech, ""Till today my marriage vow is not completed.",sadhu
"Neetu immediately said, “The color number has not been done",cholito
"He said in a happy voice, mind",cholito
What wrong have I done?,cholito
I don't hear rain on tin rice for a long time,cholito
"""Chandal folded his hands and said, ""I will do it at the command of Maharaj",sadhu
"Ranu said in a sharp voice, 'One floor is named Neelu",cholito
He lied,cholito
"If I had the power, I would shoot you in the open street",cholito
Can I expect you to find innocent people?,cholito
"If you study regularly, you will get results.",sadhu
I'm not kidding at all,cholito
I smiled a little,cholito
What God has written on the forehead will happen,sadhu
You don't need to know what the red button is,cholito
"Let us tell you how terrible the wound has become, we will all attend to you",sadhu
84555 So no Himu,cholito
"And another son was not born to him, a foster son",sadhu
I intend to leave Madinah in order to keep him away from Hasan and Husain.,sadhu
Allah has made all these commandments for the unbelievers,sadhu
Garrest will take it to the police station and give bamboo sticks,cholito
When it's so bad,sadhu
- Where is my armor?,sadhu
"""Whoever becomes the head of Dillashwar, a buffalo, needs his origin in Uldisha",sadhu
Maintain your dignity.,cholito
Israeli attacks have fueled hatred and anger towards Palestinians.,cholito
"With Rajsingh, Moghul Rayam said that the gray colt has increased so much",sadhu
"” , Moti said « God willing, I have more",sadhu
I did not ask to throw away the cigarette,cholito
I turn to the questioner,cholito
“Never see you again,cholito
"A special fear Well, let me tell you the story",cholito
"The world will see, the trees will see, the sky will see, the moon will see the sun in the sky, how far is Husain's patience, peace and bravery.",sadhu
"When one reaches out to God after losing everything, he has no fear of returning empty-handed.",cholito
A bottle of saline hangs next to the bed,cholito
crying,cholito
"In summer, the heat of the sun becomes intense.",sadhu
"“Ranu, if you can somehow get this man's address,",cholito
why worry,cholito
"Don't stop dreaming, because dreams are what keep people alive.",cholito
Will you bring the appointment letter?,cholito
The Magistrate slapped me in English like my Khalu Sahib,cholito
But thirst kills,sadhu
The house is humming,cholito
You don't understand anything by looking above,cholito
"After thinking for a while, Azid said again, ""If you wish, Bibi Zayda should come and sit on my left side on this throne.""",sadhu
Loud playing The villagers were devastated,cholito
You are talking very strangely today.,cholito
The crab shook its head,cholito
Hazrat Yusuf's time was beautiful,cholito
Didn't feel uncomfortable at all,cholito
"""He told a lie again",cholito
Using a smart watch every day can monitor our heart rate.,cholito
Hussain's wielding sword flashed like lightning,sadhu
"Suddenly all countries are like this. The reason why leaders fall in love with each other is that, as soon as the wind blows, nature calls for the leader first.",sadhu
"I am eating, eat with me",cholito
I don't want to wake up,cholito
Tuesday Yatra Nasti,cholito
I don't care about any of your words,cholito
