sentence,label,source
"Due to all these reasons, where there is a tree, there is a lot of conflict between talchari and shakhabiharidi.",sadhu,Book
"I heard madmen stand in the middle of the road and give speeches, control traffic",cholito,Book
"In fact, in such a time, even if you lose, you have to win",sadhu,Book
"From the outside, this is an attempt to turn this Hindu-mulman dispute into a bad dispute",sadhu,Book
,cholito,Book
Everything in this world is for him,sadhu,Book
"Hossain Molla said to me in a calm voice, brother, it is still time for the fair",cholito,Book
,sadhu,Book
,cholito,Book
", laugh the way you like to laugh",cholito,Book
Pooja is well-dressed and in the blood of the midwife,sadhu,Book
Fupa took a deep breath,cholito,Book
You must not have my letter,cholito,Book
Blood smeared his hands and face - the knife was also covered in blood,cholito,Book
Roasted with more garlic,cholito,Book
He said that it would be fine to get the benefits of the country,sadhu,Book
This is the money taken from my house,sadhu,Book
He lit a cigarette with a lighter and said in a simple voice - this man of yours has been wandering all night,cholito,Book
"Then he said in a clear voice, I am fine",cholito,Book
"It has been a few months since Anandambami came to this city, hearing your poverty",sadhu,Book
,cholito,Book
But it is better to fear than the pain of relatives,cholito,Book
Abdul Wahhab kissed Sadhvi-Sati's nipples from the horse and did not even look back at her.,sadhu,Book
It seems so,cholito,Book
"Khalu Saheb, if Shakespeare says a wrong word, you have to talk about that wrong word",cholito,Book
I thought I'd tell him,cholito,Book
"So to free Zaheer from this trace and loneliness, Zaheer's masti makes me walk beside Zaheer.",cholito,Book
"After a while, raising his face, desiring Jayanti's drink, Sri asked, “Why, did Tagore allow me to visit Patisandarshan?",sadhu,Book
,cholito,Book
,cholito,Book
,cholito,Book
Neetu was sitting on the cane chair in the middle,cholito,Book
It was not possible for me to stand,cholito,Book
,sadhu,Book
I can't give money,cholito,Book
Sri sat there with tiger bark,sadhu,Book
"Be that as it may Nanda, you will not accept your post",sadhu,Book
"I said, that is my poetry book",cholito,Book
Neelu started to feel ashamed,cholito,Book
"So much delay, so much fear",sadhu,Book
"As the tree said, Himu, do you know that the oldest tree in the world is in Bangladesh - which is about six thousand years old.",cholito,Book
"Today seven nights and nine days, Abdul Wahab has not watered, he is quenching his hunger and thirst in great joy on the banks of Euphrates river.",sadhu,Book
"It is sufficient that the gross words, in which religion obtains, the command of the preacher is not violated, but the life of the mortal son is saved.",sadhu,Book
"He said, ""Yo Hukum.""",sadhu,Book
,cholito,Book
He should be taken along and shown Bangladesh,cholito,Book
"Well, Vaya, can you tell me, what is the real meaning of Chittabishram?",sadhu,Book
"Misir Ali said in a serious voice, it is better not to stay",cholito,Book
I can tell where the girl is by meditation,cholito,Book
I don't take my daughter to the doctor if she is sick,cholito,Book
I will think while walking,cholito,Book
You sleep where you are told to sleep,cholito,Book
"I see that you have Gairik, Rudraksha, Brishul, everything",sadhu,Book
I think it's because the sound isn't going in,cholito,Book
,cholito,Book
"""Nabkumanar's sleep is not to go, of course",sadhu,Book
Grass Ghadi should be eaten at the end of the day,cholito,Book
He seems to have some problem,cholito,Book
,sadhu,Book
", I will tell Tamanna, Aunt Fatima sent me",cholito,Book
,cholito,Book
Later Zia and Sablakebmilan dear,sadhu,Book
Know when it's open,cholito,Book
These complications arise only when suffering from inferiority complex,cholito,Book
The same part of the forehead is swollen like a Nainital potato,cholito,Book
"I said, Sir I can give you the news of Jrui",cholito,Book
"Asghar Bhai, Mansoor has come to you as a dead ghost",cholito,Book
,sadhu,Book
I curse that,sadhu,Book
,sadhu,Book
"When the queen asks, where did you get this letter, what will you answer?",sadhu,Book
"On the way, knowing all the news from Qasmouth in Damascus, Alid and Marwan started marching towards Kufa without rest.",sadhu,Book
Did this party go?,cholito,Book
He can give some advice,cholito,Book
Asghar Saheb will be a disciple,cholito,Book
He looks very worried,cholito,Book
Who are you hiding from?,sadhu,Book
Don't give up this time,cholito,Book
I put down the telephone and looked at Jaglu bhai and smiled sweetly,cholito,Book
,cholito,Book
I entered Badal's room and slept,cholito,Book
"Stayed - Nirl could not be angry, but only answered, that too with a feminine rub, but not the ruggedness of the hills of Rupnagar.",sadhu,Book
I am a very strong person,cholito,Book
,sadhu,Book
,cholito,Book
Two came and threw me into the hands of the minister,cholito,Book
He doesn't say anything either,cholito,Book
Everyone is sitting for you,cholito,Book
Takshak is better than police,cholito,Book
"""As soon as he received the mother's order, the demon took the fatherless boys from the hands of Hares and fell to the two boys at once.",sadhu,Book
"Granted, they are also initiated into lowliness",sadhu,Book
,sadhu,Book
When before the waking end,sadhu,Book
"When he dies, he is gone",cholito,Book
,sadhu,Book
,sadhu,Book
"I asked him to take a cigarette, how long will Mr. Badrul have to wait for the job",cholito,Book
Last price is twenty thousand rupees,cholito,Book
He thought differently,sadhu,Book
,cholito,Book
The stone is in the house,cholito,Book
The card game will start again,cholito,Book
I know you don't mind,cholito,Book
"Let Patar be away, Kumtham also gets this charuravarna",sadhu,Book
,sadhu,Book
Taking a steam bath for ten to fifteen minutes makes the body completely relaxed,cholito,Book
""" 1//////. 3230015. 0011 Abdul Jabbar was a bit angry and said, ""This-word is kind of boring to me.",sadhu,Book
"” The peers began to say, “Brother",sadhu,Book
A quiet undisturbed sleep but the noise again in the kitchen,cholito,Book
There are some sentences that do not sound good if they are not said in English,cholito,Book
,sadhu,Book
Check it out if you don't believe it,cholito,Book
"After eating, I said, you are getting relief after eating",cholito,Book
"I have come to know that all its inhabitants have never accepted you as Bengalis and the Bengalis have never tried to adopt the accused, instead they have been vilified by the ignorant, considering them inferior to themselves.",sadhu,Book
,cholito,Book
Then Sadarpe turned back to Bhiha; His eyes were so bright; Keep it up,sadhu,Book
You have found a holy man,cholito,Book
The body was then decomposed,cholito,Book
Part II: Chapter VII £ itself,sadhu,Book
The roar of the steamer's engine choked his throat,cholito,Book
There is the issue of delivery system,cholito,Book
Today I appeal to my countrymen,sadhu,Book
Says this Amala took out a kouta,sadhu,Book
He takes away the power of wonder from those he dislikes,cholito,Book
Our roar is very high,sadhu,Book
,sadhu,Book
The endless loop goes on and on,cholito,Book
The pictures are like that because the child is experiencing various types of anger and fear,cholito,Book
My hands and feet froze,cholito,Book
It's like ten o'clock at night,cholito,Book
He seems to be very shy,cholito,Book
,cholito,Book
"As long as I stay in this room, I will stay to comfort the girl",cholito,Book
"What see's passing through the world in a closed palanquin, When once I was one with the world, When the green grass rose above me, The autumn light fell, The heat of youth rose from every hair follicle Of my long-spreading verdant limbs in the warm rays, How far I lay quietly beneath the bright sky, Across the waters of the distant lands. autumn",sadhu,Book
3rd chapter of washing the feces; Agarchan 114 ordered Bakhsi to give him a good residence,sadhu,Book
"Gentlemen apply after shave lotion, or perfume",cholito,Book
Is there anything comparable to the joy of sitting down to teach your children in the evening?,cholito,Book
What will God do again?,sadhu,Book
"Jobed Ali, the manager of the restaurant, is my fan for no reason",cholito,Book
1//////. 3230015. 0011 The twenty-sixth flow The soldiers of Azid were startled by hearing the footsteps of Imam Hussain's horse.,sadhu,Book
,sadhu,Book
I sat on the chair in front of the doctor,cholito,Book
Father went to visit mother in the hospital,cholito,Book
,sadhu,Book
,sadhu,Book
"Nekhka cried “I can no longer bear this burden, I enter the pit 8 This",sadhu,Book
,sadhu,Book
,cholito,Book
"Anyway, no problem",cholito,Book
No one will see him well,cholito,Book
Very bad introduction,cholito,Book
,sadhu,Book
But I guessed,cholito,Book
"Today's girls, they are verbally angry with their mothers",cholito,Book
I am talking about him,sadhu,Book
The horseman rode badly for the crowd,sadhu,Book
A letter in a very expensive envelope on nice pad paper,cholito,Book
,cholito,Book
Why would the master of the patrol police be deprived of this joy?,cholito,Book
,sadhu,Book
,sadhu,Book
The velvet seat covers are understated,cholito,Book
"If he looks up, he will seem quarrelsome",cholito,Book
Already he seems to have tied himself to a high wire,cholito,Book
"Everyone sat down to eat in the dining hall, and he sent the news - feeling feverish",cholito,Book
"” The watchman, with a blood-curdling little sweet smile, said, “I know you too, I know your Parwana too.",sadhu,Book
I hope you won't mind,sadhu,Book
"Mabiklal humbly said, “Maharajadhiraj",sadhu,Book
But the way cannot be the same,sadhu,Book
,cholito,Book
"Now Himu brother, you pick up the phone",cholito,Book
Sometimes confuses the youth,cholito,Book
,sadhu,Book
Second officer of Mohammadpur police station arrested me,cholito,Book
Just focus on the forehead,sadhu,Book
Why did Allah create the kings?,sadhu,Book
"I also say, good morning aunty",cholito,Book
By this he understood that the horsemen had come from the north and returned to the north again.,sadhu,Book
I will walk away from here,cholito,Book
Please give us alms,sadhu,Book
"On the banks of the river, the Gagan wandered--again full of Muslim soldiers and one boat was submerged.",sadhu,Book
Chakhi shares their sorrow,sadhu,Book
,cholito,Book
But does not know the trick of immortality,cholito,Book
Let's do such complex thinking while walking,cholito,Book
Scientists should study wonder,cholito,Book
"Sir, now I go",cholito,Book
Sekinirrl] In what way will you go,sadhu,Book
,sadhu,Book
I felt apprehensive,cholito,Book
"Does Hinduism bind each of us daily--this is the abode of our God, the ascetic ashram of the ancient Khadhidigs, the direct bond of devotion with India, the motherland of our forefathers.",sadhu,Book
Do you want him to come back?,cholito,Book
,cholito,Book
"1//////. 3230015. 0011 Ninth Stream Damascus Rajpuri among the citizens, slaves, great disturbance",sadhu,Book
Thank you for the hard work you put into my piece,cholito,Book
There was a lot of delay in Krakshanbeshi's progress,sadhu,Book
"Fresh his tender heart is out as if in a long convergence; Apar Dhar all over] Hard Nidaya, Akakini Diraychey Vahari Madhar",sadhu,Book
"Motiwali said, “No",sadhu,Book
Mubarak made up his mind to stop his second face and destroy them.,sadhu,Book
,cholito,Book
"You don't believe it, no",cholito,Book
Then his blood pressure also increased,cholito,Book
"If I can get the two sons in my hand - and can take them safely to the court of Zeyad - and if you are well - if I get five thousand seals, I will break your three thousand seals from head to foot, and again from foot to head with gold, and wrap this body of yours in gold.",sadhu,Book
There is nothing special about kicking,sadhu,Book
I left the handbill because I liked seeing him doing it,cholito,Book
"You donate blood for mumuru patients, save their lives",cholito,Book
,cholito,Book
Chanrur felt confident,sadhu,Book
,cholito,Book
,sadhu,Book
,sadhu,Book
Zaman's sister is fine,cholito,Book
The event is still late,cholito,Book
,sadhu,Book
,cholito,Book
,sadhu,Book
Then the stairs are wet,cholito,Book
,sadhu,Book
Admirable Mela of the day,sadhu,Book
Why do you talk without knowing?,cholito,Book
Begum Sahib sent me to her,sadhu,Book
Not coming - because not getting encouragement,cholito,Book
But that is not possible,cholito,Book
,cholito,Book
,sadhu,Book
"Think once and see, calmly think once and see, is Hasan your enemy",sadhu,Book
,sadhu,Book
I was afraid he wouldn't recognize me,cholito,Book
Ziyad gathered the troops of Kufa and went after the Muslims,sadhu,Book
,cholito,Book
Every society has to keep pace with the status quo despite acknowledging the danger at times,sadhu,Book
,sadhu,Book
"He is in the hereafter, but in this world",sadhu,Book
"I trusted you a lot, I loved you a lot, - you have done the right thing",sadhu,Book
Dinner not yet - where to eat,cholito,Book
What type of furniture do you like?,cholito,Book
Ray Durant Paistha Zeyad,sadhu,Book
,sadhu,Book
"That today you went to the astrologer in the market, to know your luck",sadhu,Book
Fifty mice were fed in two dishes,cholito,Book
,sadhu,Book
"Hindus began to abuse Muslims, Muslims began to abuse Hindus",sadhu,Book
To Hazrat Badshah Begum Udipuri Saheba,sadhu,Book
"Why do you say all that, sister?",sadhu,Book
"Therefore, in all situations, it is absolutely necessary to acknowledge the work of Almighty God and be satisfied with it.",sadhu,Book
Had to see,sadhu,Book
"It is absolutely necessary, but the burden of getting the king is not talked about",sadhu,Book
The body is not worth a penny,sadhu,Book
I blew the wicked,cholito,Book
,cholito,Book
Neelu entered a bookstore,cholito,Book
Nabkusha's labor was born by traveling,sadhu,Book
,sadhu,Book
The state will be saved,sadhu,Book
I have called the architect and told him to build a sauna,cholito,Book
"Sir, we two friends want a lift from you",cholito,Book
,cholito,Book
Stand back from the door and walk in,cholito,Book
It does not feel the slightest discomfort for him,cholito,Book
,cholito,Book
,sadhu,Book
,sadhu,Book
Hanging from the ceiling fan,cholito,Book
The dog dropped the bread and started eating the meat,cholito,Book
Where is my barge cover?,cholito,Book
,cholito,Book
"One said in a very annoyed voice, what is the load shedding at one o'clock in the morning",cholito,Book
,sadhu,Book
,sadhu,Book
"Then he raised his face and addressed the king and started saying, until the people did not believe, then I have only one motion--I can no longer keep this life in the hands of your Rajpuri.",sadhu,Book
"Sakhira fell into a stupor He caught him and brought him to sleep, till then Rama did not get up",sadhu,Book
"Zayda sometimes came to see her husband, but never entered the house if she saw Zainab sitting near her husband.",sadhu,Book
If the line is cut then why not do it again,cholito,Book
It is not right to give him this opportunity,cholito,Book
"Then allow me to go to the kitchen, I will make coffee for you, come with me",cholito,Book
Your position at home is worse than the police,cholito,Book
"Ironic because, according to Baba's theory, you now have five of my blue lotuses",cholito,Book
Zaheer is a very good boy to marry,cholito,Book
"If you dare not go everywhere, appoint people",sadhu,Book
You can't enter this house,cholito,Book
,cholito,Book
"All of a sudden, old memories will haunt you if you stay here",cholito,Book
"I asked a question, answer it",cholito,Book
The father announced in the hospital - I have no objection to marrying the girl as long as she lives,cholito,Book
"There, cheerful young women will serve ice-cold water to passers-by",cholito,Book
The latter must be weakened,sadhu,Book
"5 He would not have run away to the water body, but they would have carried him there and fought him, but he would not have gone astray.",sadhu,Book
"1//////. 3230015. 0011 Eighteenth Flow The day when Ejid got the news of Hasan's death, he eagerly opened the treasure chest in the joy of his heart.",sadhu,Book
,cholito,Book
Poison boils on milk,cholito,Book
Many people lost their lives,sadhu,Book
"The water line of the dam is scorched, and the shepherds come to the shore in confusion",sadhu,Book
He went to Yakub Ali Sahib's house,cholito,Book
We are not satisfied with what we have,sadhu,Book
"Also in Rasvi, Pabna Provincial Assembly",sadhu,Book
You seem to chatter a lot for no reason,cholito,Book
"He said, ""Haven't you been able to completely forget Yuvreez even today?""",sadhu,Book
,cholito,Book
Ajid's mind trembled whenever any sound entered his ears,sadhu,Book
You should definitely buy it,cholito,Book
I can't say that,sadhu,Book
"He said to Marwan, “Wait a little, I am coming",sadhu,Book
Sir can you tell me where baby elephants can be found,cholito,Book
Who is such a hero in the world who will save me and do shaktra with Didliswara,sadhu,Book
,sadhu,Book
", t the third section",sadhu,Book
Many of us imagine and even say that we are,sadhu,Book
,cholito,Book
"Hearing that you were in my house, he called me and asked me to give it to you",sadhu,Book
Then Chanrachud remembered that there was a cannon under the tree on the ghat,sadhu,Book
,sadhu,Book
How will he get rid of it?,cholito,Book
"If the device can be operated according to the orders of the superior, it is safe and feels the excitement of getting some benefit from it.",sadhu,Book
My imagination is not bad,cholito,Book
"Hearing this, Hossain was very busy",sadhu,Book
Have mercy on the two boys,sadhu,Book
Look at what is written in the book,sadhu,Book
,sadhu,Book
"He said, ""But at once Begum's branch, I became 1"" Lu",sadhu,Book
Slowly the face started to turn red,cholito,Book
,cholito,Book
,cholito,Book
I noticed the girl drinking water and bowing her head,cholito,Book
"""Maniklal said, ""I am a small creature, how can I understand all that, I have to pay a fee, order that.",sadhu,Book
A lot of calculations are required,sadhu,Book
"Assuming you are stupid, start the story",cholito,Book
I told him,cholito,Book
Himu should somehow convince Zaheer and bring him on the right path,cholito,Book
,cholito,Book
"Hold on to your feet, cut off my head first",sadhu,Book
I had a fight with my mother,cholito,Book
"Returning to the house, playing cards, looting, killing, and dying Baboti mas is in your yard",sadhu,Book
The way you're shaking your head makes you afraid you're drunk,cholito,Book
,sadhu,Book
Calling to tell you that you have been caught by the police,cholito,Book
He took the country out of the hands of the leaders and gave it to the common people - then ... Mr. OC went silent,cholito,Book
"They said, ""If Hussain gets even a single drop of water to quench his thirst at this time, not even one of our animals will be able to save his life from his hands.""",sadhu,Book
Do you know that you are a heartless person Himu bhai,cholito,Book
"The body parts of Salem's sons have been floated in the river, what should I do?",sadhu,Book
,sadhu,Book
The four were sentenced to life imprisonment due to their deathbed confessions,cholito,Book
The scientific name of this disease is engrachnos,cholito,Book
This offense is forgivable,cholito,Book
He went in search of a horse,sadhu,Book
"As I am not affiliated with any party in the Rashtriya Sabha, I have been able to observe from afar the self-revolution that has recently taken place in the Congress.",sadhu,Book
,sadhu,Book
Tell me who loves you as his own,sadhu,Book
,sadhu,Book
"If you can't stay in a holy place in a holy place, the place is insulted",sadhu,Book
"As an end to this event, an Anandsammilan (20th Magh 1318) was organized in Bengali-Sahita-Parishat Manre, where the second article of this book was read.",sadhu,Book
,cholito,Book
My wife is sick,cholito,Book
", Mr. Asghar smiled",cholito,Book
- Bubikrakau Baribampe cloud birth,sadhu,Book
,sadhu,Book
"Our country's ship was running at the mouth of the river, and finally came to Jedhan and was shot by arrows.",sadhu,Book
,cholito,Book
That is not the case,cholito,Book
The smallness of the home and the village transcends,sadhu,Book
Precisely the eyes of the eyeless birds,cholito,Book
"Cannot we give up any comfort, any luxury to be ready to serve all nations today?",sadhu,Book
"At Abhidur, the huge, towering tower of the Qutb Minar could be seen, the moon rising through the blue glass of the nearby Jumma Mamjid Chari Minaret.",sadhu,Book
"After spending it, he began to beautify the dance city",sadhu,Book
,cholito,Book
,cholito,Book
I don't know where,cholito,Book
Shame on pretending to smile,sadhu,Book
How many more days will I live?,sadhu,Book
You are given a total of two days,cholito,Book
"There is no place) Thirdly, if there is any way to protect oneself from lightning, then that way is not to counter-force the lightning in the slightest, that way is available only through scientific effort; From where the thunderbolt falls, from where the thunderbolt does not immediately come down, it has to be carefully and judiciously composed by oneself.",sadhu,Book
There is no arrangement to sit and wait,cholito,Book
I am hesitating to publish the original story because some of you will feel sad,sadhu,Book
"And whomsoever I will, I am acknowledged to receive—_I will keep his life with all things.",sadhu,Book
,cholito,Book
I didn't wait for a reply,cholito,Book
My house is five star hotel,cholito,Book
"Rahman Saheb's wife said, One day Anis Saheb called Rahman Saheb late at night and said that his wife was very ill.",cholito,Book
Can tell people's future,cholito,Book
For some time now I feel that you do nothing without a special purpose,cholito,Book
Everything is my account,cholito,Book
"""Prakaste said, ""That is the settlement of the matter",sadhu,Book
I'm not pretending aunty,cholito,Book
He will say something quietly for a while and say - I did not do well,cholito,Book
Marwan said this and left,sadhu,Book
"In that song, in that flower, in that morning, in the first youth, I thought this heart is eternal and immortal-- Love is forever and ever.",sadhu,Book
"He is unruly, the constant source of his color smell is on the outside",sadhu,Book
"Take away the arm, bring back Akhi, give love to the team",sadhu,Book
,sadhu,Book
Breathing stopped,sadhu,Book
Don't forget - God has a mind,sadhu,Book
,cholito,Book
I will be somewhere else for a while,cholito,Book
Asha wrote the letter in English,cholito,Book
"He doesn't play for money, he plays for him His life is yours",sadhu,Book
I am very innocent person,cholito,Book
Can't afford to do it,sadhu,Book
I saw a private car standing at the entrance to the forest of Gazipur,cholito,Book
"""I will grant,"" said Prakanso",sadhu,Book
He traveled to Delhi,sadhu,Book
,cholito,Book
"At the foot of that Lalitgiri, within the body of the Virupa-tiri gorge, Handiguksha n': a cave.",sadhu,Book
,cholito,Book
The one who brings money is also a millionaire,cholito,Book
,cholito,Book
He said no,sadhu,Book
Think of Zaheer,cholito,Book
,cholito,Book
Sussalman's army fled from the Asuri army wounded by a single thunderbolt.,sadhu,Book
Kapalkugula Nitant Bhakviparayana,sadhu,Book
"I said, Badrul Sahib told me about you",cholito,Book
"The heathen Ezid, whose army of sin encamped outside the city, hoping to invade this holy land, our native land, had sent to me asking for the tribute of Madinah.",sadhu,Book
,sadhu,Book
,cholito,Book
,cholito,Book
Did Kariya go to Amit---did she manage---did the lowly Christian woman come?,sadhu,Book
"When these two requirements are met, the demand for entertainment arises",cholito,Book
Is he reporting properly?,cholito,Book
She is expecting a baby,cholito,Book
,sadhu,Book
I can't find people to talk to,cholito,Book
I came after hearing your name,cholito,Book
"Mr. Ashrafuzzaman said in a pitiful voice, ""Don't use such words about my wife, brother.""",cholito,Book
There is a thing called death-sign,cholito,Book
,sadhu,Book
,sadhu,Book
There is even a mirror comb,cholito,Book
"In Purnimarat, the police of bits probably do not come out",cholito,Book
,cholito,Book
Kerosene is a volatile oil,cholito,Book
"As soon as the night dawns, I will take only the heads of the two Muslim sons and bring them to the royal court.",sadhu,Book
,cholito,Book
There is no place where you have not been sought,cholito,Book
The guard took the seal and brought Jodhpuri Begum,sadhu,Book
"If a fire breaks out in a people's house, it will sometimes reach very close to the fire pit.",sadhu,Book
"Kanjar (dagger - a type of dagger, edged on both sides)",sadhu,Book
Fortunately Husain with sixty-thousand people forgot the way to Kufa and went to Karbala; Saved from the hands of Zeyad,sadhu,Book
The chief men narrated the account of Qased to the Imam,sadhu,Book
,sadhu,Book
If there is any way to make this desire of the country come true,sadhu,Book
,cholito,Book
Conflict is an expenditure of energy---needless conflict is wasteful,sadhu,Book
,cholito,Book
,sadhu,Book
And a little kindness will have to be done,sadhu,Book
He read the letter carefully,sadhu,Book
,sadhu,Book
"Joining hands, Nanda won",sadhu,Book
He is digesting a lot of knowledge of the world,cholito,Book
"Hussain said with a smile, ""Brother, don't be busy",sadhu,Book
"""Ejid did not go in front of Mabia from that night",sadhu,Book
I also appointed you as my advocate,sadhu,Book
Have a habit of eating at one meal,cholito,Book
,cholito,Book
"My head is not right - I ran and brought the milk and fed it. . . Khalu said, the sheep was supposed to be fed, but it was wrong",cholito,Book
,sadhu,Book
I know your name,cholito,Book
I crossed the road,cholito,Book
,cholito,Book
,cholito,Book
"Well done, will you really walk to Mirpur?",cholito,Book
"I don't know what will become of this, because I don't know an iota",sadhu,Book
Is someone coming with a stick?,cholito,Book
"When I was in the Eastern Plaza, I still wandered back and forth",cholito,Book
,cholito,Book
,sadhu,Book
"As soon as the lamp of hope was lit, Nabkum's face turned cloudy.",sadhu,Book
,cholito,Book
", Do you know how my mother got married to my father?",cholito,Book
,sadhu,Book
1848% Robin Patty Chi A Sin S,sadhu,Book
I woke up earlier in the evening,cholito,Book
"If you can mix it with water and feed it, there is no question",sadhu,Book
,cholito,Book
"Even after doing all these evil deeds, this person did not stop; For my own destruction, - for the purpose of depriving me of the kingdom, with the hope of making me a beggar on the way, I used to go to Madinah with the letter of Mabiyyah to Hasan.",sadhu,Book
Is he in this prison?,cholito,Book
"Well, he can ask three questions, but he can't ask for a name",cholito,Book
I looked at the letter he was writing,cholito,Book
,cholito,Book
,sadhu,Book
I don't know what,cholito,Book
There is nothing I can't do for it,sadhu,Book
Some cars are leaving with hoses,cholito,Book
,cholito,Book
"Shutting the door on my son's face, so much courage",cholito,Book
,sadhu,Book
,sadhu,Book
He held Neelu's hand,cholito,Book
"I said, of course you will listen",cholito,Book
Others rapped and left where were you,cholito,Book
A truck came and flattened him and drove away,cholito,Book
It would work if we could learn the technique from them and teach it to the people on the sidewalks of our country,cholito,Book
That flow of images had forever kept the shadowy villages of Bengal happy and happy--now Bengali images from those rural areas of Bengal.,sadhu,Book
Ranu laughed out loud,cholito,Book
Hussain and Abul Kasem reached Batata with great difficulty holding their hands,sadhu,Book
,sadhu,Book
"By using the mill, people are wasted by wasting things only on paper",sadhu,Book
,sadhu,Book
"For three years, the love that did not die because of the shadow of the royal palace, from Orissa, on the way to Prabhagamana, one night",sadhu,Book
": At the bar, a woman is lying in the shade of a tree",sadhu,Book
Silver writing on dabdhabe white card,cholito,Book
,cholito,Book
Mr. Sobhan you listen - I am a very crazy type of person,cholito,Book
,cholito,Book
"Buffing and crying, but whispering in sleep",cholito,Book
The speaker is startled by the sound of his own voice,cholito,Book
Policemen can communicate very well with eye gestures,cholito,Book
I don't understand right or wrong,cholito,Book
I will smile with my teeth,cholito,Book
In Rajputana there is a town called Rupnagar,sadhu,Book
Esha will leave on the eleventh,cholito,Book
This is how Diva-Rajni travels,sadhu,Book
I dreamed about this,cholito,Book
I am wondering how to make him more angry,cholito,Book
"I said, what is the matter",cholito,Book
The other day the subject of restoration was raised,sadhu,Book
"In a healthy environment, let the bond decay",sadhu,Book
"Where the seed is sown in the earth, the fruit of the seed will bear fruit",sadhu,Book
,sadhu,Book
,sadhu,Book
"Among the poets, Dhahir is skilled, Dhahar",sadhu,Book
Or sit down and pray,cholito,Book
His grandmother fell from a rickshaw and cracked her head,cholito,Book
Andhair does not understand the book,cholito,Book
"Missir Ali said, Look Ranu, I am a very rational person",cholito,Book
One way to rid people of this disease is to release spiders on them,cholito,Book
I do not want to say that it is worthy of love,sadhu,Book
,cholito,Book
When fifty thousand people danced in front of the tree,sadhu,Book
Another furrow fell on his forehead,cholito,Book
"You have Dharda, Karma, Yash, Swarga Part III_III Chapter 93 _I am saying in a united voice, This is my Dharma, this is Karma, this is Yash, this is Svarga-_Maharaj",sadhu,Book
"If you thought so, why did you send me to the world as a king's daughter",sadhu,Book
"From the central gate of Rupnagar, Udhishkavac- adorned, with tears in eyes, asrasjjabhiyan Astarohidal Sari Dinga.",sadhu,Book
You must not ask me to be by your side while cooking,cholito,Book
It seems that the heroine of the movie is very fat,cholito,Book
It was like eleven o'clock in the morning,cholito,Book
"Even then I noticed some car drivers looking at me with annoyed eyes, muttering - unrepentant abuse.",cholito,Book
"Listen Mr. Himu, you arrange for your head to be treated",cholito,Book
,cholito,Book
Then you have to say goodbye,cholito,Book
,sadhu,Book
1 does not get stable in any direction,sadhu,Book
A dark maroon car stopped next to me,cholito,Book
,cholito,Book
Fupu came running at the sound of walk walk,cholito,Book
will you kill me,cholito,Book
,sadhu,Book
The gentleman was not too impressed with my words,cholito,Book
Organize camp construction,sadhu,Book
Dinner is over,cholito,Book
,sadhu,Book
"Even if it is possible, the hope of success is very low",sadhu,Book
"At the same time, he sat down to write the job application",sadhu,Book
"I think, the dream I am seeing is actually due to my subconscious mind",cholito,Book
"- The warrior who shows his face to the enemy and comes to see his wife's face is a hero; Praneshwar I am a woman, I could not understand anything",sadhu,Book
,cholito,Book
"Go on, beyond him the small towns of Dekhlatpur and Dariyapur are immediately visible.",sadhu,Book
I have never seen anyone smile like that,cholito,Book
He worked day and night for three months and prepared the question,cholito,Book
No sound is coming out of the throat,cholito,Book
She looks like a goddess in a dazzling white dress,cholito,Book
,sadhu,Book
Shree tried to leave the shame and get up - there is no shame in cremation,sadhu,Book
,sadhu,Book
The Gramodarthas of Zeb-Udlisa were a group of dancers,sadhu,Book
is prevailing,sadhu,Book
What kind of charm will cut the chain of gold?,sadhu,Book
"Mr. Zainal said with interest, ""How are you feeling, brother?"" I said, ""Good.""",cholito,Book
"I yawned, not wanting to look",cholito,Book
"When a police officer says to put people on hold, he will keep his word",cholito,Book
,sadhu,Book
I pulled the hobby,cholito,Book
Now the mouth of this street is closed-_I hear the cannons in the mouth,sadhu,Book
That's why I called you,sadhu,Book
"In the end, he gave up the horse",sadhu,Book
Farida has to go to aunt's house,cholito,Book
There is no Pakki-Behara like India,sadhu,Book
,cholito,Book
,cholito,Book
,sadhu,Book
"That is, death by drowning",cholito,Book
,sadhu,Book
Celebrating the poet,sadhu,Book
I was afraid of the dark,cholito,Book
,sadhu,Book
"If you want to pray, pray",cholito,Book
"Muslims will come and burn the city, but what are we for?",sadhu,Book
,cholito,Book
,sadhu,Book
"The surrounding villages attract poor householders from the countryside, but it is not difficult to imagine how deranged, dispossessed men and women may gradually sink into the slumbering waters of the depressing mill.",sadhu,Book
Yuvbhi ran to one side,sadhu,Book
As if nothing matters,cholito,Book
Tell me how my future will be,cholito,Book
He is almost running now,cholito,Book
,cholito,Book
"On the other hand, there is also the moment",sadhu,Book
,cholito,Book
It can be said that it also has a place in Pisces,sadhu,Book
My high this time was fake,cholito,Book
,sadhu,Book
,sadhu,Book
Why are you standing at the door?,cholito,Book
,sadhu,Book
"I know it's all a lie, but it's nice to hear it",cholito,Book
Your money is forbidden to me,sadhu,Book
I couldn't stop looking at her wedding vows,sadhu,Book
Moved towards the mean of transformation,sadhu,Book
,cholito,Book
Is this his first child?,cholito,Book
"Four policemen, two with rifles in their hands, but now they are half-panicked",cholito,Book
There will be no name in the ledger - but there will be a bed,cholito,Book
I was in peace in the jail,cholito,Book
It would be better to go on a horse,sadhu,Book
I will also give a table fan,cholito,Book
